gender,age,study_hours_per_day,attendance_percentage,parental_education,internet_access,previous_grade,assignments_completed,sleep_hours,extracurricular_participation,final_exam_score,result
Female,16,4.89,69.28,High School,Yes,68.26,9,8.2,Yes,68.5,Pass
Female,19,1.84,96.15,Master,Yes,72.56,2,8.86,No,52.25,Pass
Male,18,4.49,67.09,High School,Yes,45.29,3,7.52,No,53.26,Pass
Female,18,0.88,87.29,Bachelor,Yes,66.27,5,6.06,Yes,53.76,Pass
Female,18,5.75,81.22,Bachelor,Yes,94.56,5,4.61,No,82.53,Pass
Male,19,1.56,63.33,Bachelor,Yes,44.86,6,6.38,Yes,50.15,Pass
Female,17,5.36,71.41,Bachelor,Yes,68.56,0,6.29,No,63.39,Pass
Male,16,4.95,80.81,High School,Yes,56.26,8,6.1,No,67.43,Pass
Female,17,5.82,94.09,Master,Yes,69.7,1,5.89,Yes,71.28,Pass
Male,19,3.13,88.3,Bachelor,Yes,71.56,3,6.48,Yes,58.51,Pass
Male,18,4.5,84.88,Bachelor,Yes,71.76,2,4.37,No,66.14,Pass
Male,16,2.54,79.84,Bachelor,Yes,86.87,2,4.19,Yes,53.51,Pass
Female,15,1.51,71.95,Diploma,Yes,61.44,10,4.32,No,57.97,Pass
Male,15,2.94,64.77,Bachelor,Yes,68.4,4,5.0,Yes,61.63,Pass
Male,17,1.41,76.36,Bachelor,No,40.6,6,5.39,Yes,49.95,Pass
Male,18,5.9,61.14,High School,Yes,83.43,6,4.85,No,83.19,Pass
Male,15,1.03,68.44,Diploma,Yes,54.27,6,5.26,Yes,44.52,Pass
Male,17,3.74,77.3,High School,Yes,84.91,2,4.93,No,61.65,Pass
Female,19,3.95,76.74,Master,Yes,54.61,8,4.75,No,61.77,Pass
Female,17,3.46,61.77,Diploma,No,40.59,5,5.46,Yes,46.2,Pass
Female,17,4.14,83.56,High School,Yes,48.52,10,5.99,Yes,64.23,Pass
Female,17,1.14,81.99,High School,Yes,94.21,10,7.72,No,71.16,Pass
Female,16,3.55,63.12,Master,Yes,57.59,9,8.78,No,62.17,Pass
Female,17,2.08,97.73,Master,Yes,45.99,10,8.59,No,61.33,Pass
Female,17,5.67,63.98,Bachelor,Yes,46.53,7,6.38,No,69.16,Pass
Male,16,4.69,94.19,Bachelor,Yes,57.07,0,6.31,No,61.18,Pass
Female,16,5.85,60.01,Diploma,Yes,42.07,3,4.63,Yes,60.91,Pass
Male,19,0.71,95.29,Diploma,Yes,68.13,6,8.86,No,56.52,Pass
Male,18,2.07,60.79,Master,Yes,51.76,8,7.8,No,49.04,Pass
Female,15,1.57,90.31,Diploma,Yes,68.56,2,8.24,No,50.75,Pass
Male,15,0.56,74.47,Bachelor,Yes,47.74,10,5.17,No,50.59,Pass
Male,17,1.83,89.53,Master,Yes,63.64,5,6.01,No,43.68,Pass
Male,19,4.23,76.07,High School,Yes,72.89,7,4.51,No,71.63,Pass
Male,17,1.77,62.84,Master,Yes,43.41,10,8.7,No,47.47,Pass
Female,15,3.3,90.7,Diploma,Yes,61.93,2,5.43,No,46.73,Pass
Female,16,5.38,62.85,Bachelor,Yes,56.64,5,6.98,No,64.29,Pass
Female,18,4.32,96.88,Bachelor,Yes,53.22,8,4.76,No,65.41,Pass
Female,19,2.67,62.04,High School,No,73.25,8,8.01,Yes,61.09,Pass
Female,16,2.55,79.17,High School,Yes,72.37,5,4.93,Yes,52.42,Pass
Female,18,3.01,88.92,Master,Yes,74.69,4,8.05,Yes,70.71,Pass
Female,19,1.47,75.73,Bachelor,Yes,48.74,0,6.01,No,28.19,Fail
Female,19,3.99,68.69,High School,Yes,55.71,2,6.89,No,51.42,Pass
Female,15,2.5,90.36,High School,Yes,51.53,2,5.35,No,49.56,Pass
Female,16,5.19,91.37,Master,Yes,69.73,3,8.41,No,73.87,Pass
Male,19,4.66,96.91,Master,Yes,65.36,4,7.8,No,61.63,Pass
Female,19,3.86,75.05,Bachelor,Yes,58.17,10,5.77,Yes,68.98,Pass
Male,18,2.5,80.25,Diploma,No,83.23,7,6.93,No,70.58,Pass
Male,15,1.65,74.53,Diploma,Yes,45.17,10,4.64,No,55.26,Pass
Male,17,4.77,70.28,Bachelor,Yes,93.62,8,4.8,No,86.23,Pass
Male,15,3.18,90.04,Diploma,Yes,46.41,6,6.67,No,49.5,Pass
Female,17,1.74,73.59,Bachelor,Yes,82.52,9,7.2,No,62.94,Pass
Male,16,1.57,77.13,Bachelor,Yes,60.25,5,6.79,No,48.91,Pass
Female,16,1.41,76.15,High School,Yes,87.59,2,6.8,Yes,52.14,Pass
Female,19,4.77,88.51,Diploma,Yes,44.08,8,7.71,No,67.15,Pass
Male,16,1.76,96.71,Bachelor,Yes,60.61,9,8.51,Yes,55.43,Pass
Female,19,3.4,86.67,Diploma,No,58.45,0,5.94,No,53.93,Pass
Male,15,2.98,78.86,Diploma,Yes,94.62,8,6.68,No,70.67,Pass
Male,16,3.69,91.17,Master,No,94.21,2,8.47,No,70.4,Pass
Female,15,5.32,85.64,Diploma,Yes,50.44,8,6.32,Yes,67.27,Pass
Female,15,5.27,62.42,Bachelor,Yes,74.65,9,6.23,No,79.13,Pass
Male,16,2.98,63.83,High School,No,69.45,0,7.83,Yes,41.7,Pass
Female,15,0.58,61.52,Diploma,Yes,48.49,7,8.39,No,41.61,Pass
Female,16,2.85,78.27,Bachelor,No,49.23,5,7.69,No,55.1,Pass
Female,16,3.83,93.03,Master,Yes,94.41,8,4.5,No,88.55,Pass
Male,16,3.57,72.52,Diploma,No,64.9,3,6.32,No,56.57,Pass
Male,17,4.08,75.37,High School,Yes,46.92,4,5.06,Yes,48.61,Pass
Female,15,1.35,96.38,Diploma,Yes,51.81,5,5.59,No,51.19,Pass
Female,18,4.06,93.48,Bachelor,No,54.76,8,6.34,Yes,69.29,Pass
Female,16,1.5,86.6,Diploma,Yes,68.1,5,5.11,Yes,52.55,Pass
Female,15,4.63,70.67,Diploma,Yes,58.46,8,6.58,No,66.9,Pass
Female,19,2.36,64.68,Master,Yes,65.03,1,7.22,Yes,45.67,Pass
Male,16,4.4,60.64,Diploma,Yes,49.16,3,8.37,Yes,53.87,Pass
Female,16,0.76,64.28,High School,No,57.97,2,5.06,No,41.46,Pass
Male,18,2.74,71.7,Diploma,Yes,43.87,3,5.55,Yes,40.18,Pass
Female,17,4.38,82.07,Master,Yes,88.93,0,6.03,Yes,62.3,Pass
Male,17,1.75,62.56,Bachelor,Yes,50.93,1,5.12,No,36.2,Fail
Female,16,4.87,65.45,Diploma,Yes,81.63,3,5.66,No,62.76,Pass
Male,15,3.97,67.24,Diploma,Yes,59.23,9,8.42,Yes,71.7,Pass
Female,19,3.73,85.28,Master,Yes,66.09,3,4.69,Yes,62.57,Pass
Male,19,2.44,84.63,Master,Yes,56.02,4,6.22,Yes,52.56,Pass
Male,15,3.15,82.03,Master,Yes,78.3,8,5.55,Yes,83.37,Pass
Male,16,3.79,70.02,Diploma,No,86.45,0,4.39,Yes,63.93,Pass
Male,19,3.1,74.84,High School,Yes,55.74,7,4.48,No,66.01,Pass
Male,17,4.34,63.87,Master,Yes,53.32,2,7.92,Yes,53.72,Pass
Male,15,2.89,69.06,Bachelor,Yes,77.48,8,8.26,Yes,65.61,Pass
Female,18,1.61,95.91,Diploma,Yes,50.73,10,7.71,No,50.74,Pass
Male,16,1.68,99.19,Bachelor,Yes,75.19,7,6.7,No,63.93,Pass
Female,15,0.53,85.91,Bachelor,Yes,45.19,7,7.86,Yes,46.02,Pass
Female,19,2.16,96.67,High School,Yes,74.11,8,4.76,No,70.76,Pass
Female,16,4.62,85.71,Bachelor,Yes,68.24,3,7.9,Yes,62.45,Pass
Female,17,4.87,61.33,Master,Yes,46.26,4,6.12,No,60.32,Pass
Female,16,1.61,99.87,Master,Yes,75.7,6,7.75,No,53.83,Pass
Male,16,5.77,63.96,Diploma,Yes,64.56,1,5.14,No,63.52,Pass
Male,17,3.26,87.31,High School,Yes,51.94,6,8.16,No,60.56,Pass
Male,17,5.54,70.11,High School,No,59.44,2,6.84,No,65.71,Pass
Female,16,4.39,75.68,Bachelor,Yes,67.07,5,4.04,Yes,70.45,Pass
Male,17,4.47,85.84,High School,No,45.04,5,6.6,Yes,61.63,Pass
Male,15,0.97,77.46,Bachelor,Yes,92.67,5,5.55,No,60.22,Pass
Male,17,1.71,70.02,Bachelor,Yes,76.61,9,4.29,No,70.4,Pass
Male,17,0.55,73.38,High School,Yes,45.64,1,6.24,No,30.08,Fail
Male,16,4.44,73.66,Diploma,No,85.26,8,5.56,No,79.62,Pass
Female,15,2.39,98.37,Bachelor,Yes,57.74,7,5.02,Yes,66.78,Pass
Male,18,4.83,91.94,Master,No,72.82,6,5.75,No,60.5,Pass
Female,18,2.36,78.34,Master,Yes,55.24,10,4.9,No,64.61,Pass
Female,19,5.01,67.99,High School,Yes,80.34,8,5.5,Yes,83.03,Pass
Female,17,1.22,92.44,High School,No,79.77,3,4.58,No,51.15,Pass
Female,17,1.45,66.29,Bachelor,No,70.36,1,4.42,Yes,44.12,Pass
Female,15,2.37,68.42,Bachelor,Yes,53.25,3,8.55,No,45.93,Pass
Male,18,2.75,74.64,Master,Yes,53.95,9,8.51,No,59.73,Pass
Male,19,2.42,95.21,Bachelor,Yes,61.06,10,8.14,Yes,65.73,Pass
Male,15,4.7,65.27,Master,Yes,47.98,2,5.15,No,55.12,Pass
Female,17,1.03,64.89,Bachelor,Yes,58.57,1,7.63,Yes,34.1,Fail
Male,18,2.43,79.76,Diploma,Yes,77.64,1,6.95,Yes,53.16,Pass
Male,19,5.1,71.06,Diploma,Yes,85.7,7,4.26,Yes,74.14,Pass
Female,16,0.87,82.75,Master,Yes,58.29,4,8.5,Yes,40.87,Pass
Female,18,5.68,78.07,Diploma,No,52.85,5,8.99,No,61.92,Pass
Female,19,5.92,77.4,Diploma,Yes,85.8,7,7.54,No,86.44,Pass
Female,15,0.99,64.48,High School,Yes,88.99,6,5.16,Yes,53.8,Pass
Male,16,2.1,65.64,Bachelor,No,62.55,6,6.77,Yes,47.12,Pass
Female,19,2.55,92.84,High School,Yes,41.48,6,4.55,Yes,43.68,Pass
Female,19,4.77,95.44,Master,Yes,78.22,10,5.49,Yes,79.52,Pass
Male,17,3.78,69.39,High School,Yes,83.12,10,7.59,Yes,84.24,Pass
Male,18,4.04,64.54,Master,Yes,40.99,6,5.51,No,62.73,Pass
Female,17,4.67,62.14,Diploma,Yes,72.73,7,4.74,No,70.96,Pass
Male,16,1.15,84.33,High School,Yes,72.36,0,4.04,Yes,35.66,Fail
Female,19,5.08,88.61,Diploma,Yes,60.83,2,6.86,No,61.09,Pass
Female,17,4.38,74.91,Bachelor,Yes,81.24,0,8.84,No,68.82,Pass
Male,18,3.68,87.19,Diploma,No,63.55,7,6.42,Yes,67.69,Pass
Male,16,5.39,88.52,Bachelor,Yes,77.22,1,5.06,No,61.39,Pass
Female,15,4.35,97.41,Diploma,Yes,68.44,6,6.32,Yes,79.99,Pass
Female,17,1.61,62.59,High School,Yes,53.67,5,7.01,Yes,43.99,Pass
Female,16,2.86,67.69,High School,Yes,73.36,10,8.01,No,67.74,Pass
Male,15,3.22,62.74,Diploma,Yes,80.53,0,6.26,No,60.44,Pass
Female,17,0.8,94.72,Master,Yes,93.56,5,4.86,Yes,62.28,Pass
Female,16,5.75,91.7,Master,Yes,60.91,8,4.94,No,84.73,Pass
Female,16,1.21,82.99,Bachelor,Yes,43.55,2,8.5,Yes,35.08,Fail
Female,17,4.34,63.35,Bachelor,Yes,94.34,6,5.18,Yes,77.4,Pass
Female,16,3.28,70.93,Diploma,Yes,74.31,3,7.64,Yes,56.84,Pass
Male,19,0.64,71.91,High School,No,92.05,0,5.34,Yes,47.98,Pass
Female,17,5.59,82.43,Bachelor,Yes,45.71,6,7.6,Yes,66.28,Pass
Female,16,5.19,70.32,Diploma,Yes,58.81,0,4.39,Yes,52.99,Pass
Female,15,3.38,62.92,Bachelor,Yes,47.37,10,5.04,Yes,53.69,Pass
Female,15,1.76,89.23,High School,Yes,85.95,3,6.04,No,60.48,Pass
Male,19,1.17,71.96,Bachelor,Yes,88.42,8,6.58,No,66.03,Pass
Male,17,2.5,78.09,Diploma,Yes,67.57,4,5.76,Yes,54.02,Pass
Male,16,1.9,65.11,Bachelor,Yes,50.26,6,6.87,No,52.85,Pass
Female,16,3.29,92.1,Master,No,46.99,6,5.63,No,57.2,Pass
Female,15,5.82,82.62,Bachelor,No,72.35,2,7.39,Yes,72.48,Pass
Male,19,3.66,96.06,High School,Yes,67.85,10,6.56,Yes,75.02,Pass
Male,15,5.39,79.82,High School,No,78.21,7,7.53,No,72.28,Pass
Male,15,4.08,97.66,High School,Yes,56.79,0,6.15,Yes,59.41,Pass
Female,19,3.11,95.67,High School,Yes,62.13,3,8.38,No,57.86,Pass
Female,17,5.2,83.06,Diploma,Yes,41.17,9,5.91,Yes,62.14,Pass
Male,16,3.09,97.36,Bachelor,Yes,73.56,3,5.54,Yes,58.35,Pass
Male,17,5.28,72.92,Bachelor,No,63.27,1,6.79,Yes,63.87,Pass
Male,18,2.1,74.63,Bachelor,Yes,90.59,5,6.55,Yes,71.76,Pass
Female,18,1.21,61.82,Bachelor,Yes,75.3,0,6.59,No,43.79,Pass
Female,18,5.2,83.57,Diploma,Yes,61.93,2,7.98,Yes,66.82,Pass
Female,19,3.73,88.88,High School,Yes,54.5,8,6.94,Yes,73.58,Pass
Male,15,5.39,90.94,Bachelor,Yes,89.79,9,8.43,Yes,97.96,Pass
Male,17,5.66,65.99,Bachelor,Yes,40.89,5,7.1,No,62.57,Pass
Female,16,0.79,77.77,High School,Yes,57.98,1,4.11,No,40.21,Pass
Male,18,3.26,67.07,Master,Yes,91.89,8,8.35,Yes,70.87,Pass
Female,17,2.56,86.49,Master,Yes,75.97,1,8.2,Yes,53.58,Pass
Male,18,3.94,66.32,High School,Yes,69.3,6,4.24,Yes,68.08,Pass
Male,18,4.86,96.17,Bachelor,Yes,51.19,0,4.63,Yes,52.3,Pass
Male,16,2.04,69.23,High School,Yes,85.84,4,6.78,No,52.83,Pass
Male,19,3.56,71.66,Bachelor,No,51.23,6,4.21,No,57.26,Pass
Female,15,4.4,94.04,Bachelor,Yes,53.65,2,6.06,Yes,48.02,Pass
Male,19,1.24,78.34,Master,Yes,50.55,3,8.88,Yes,47.8,Pass
Female,17,4.98,60.96,Master,No,48.7,4,4.86,No,58.19,Pass
Female,19,3.83,79.78,Bachelor,No,92.43,2,5.03,Yes,73.41,Pass
Female,17,5.72,63.38,Bachelor,Yes,73.11,5,7.38,Yes,69.78,Pass
Male,17,2.37,99.41,Bachelor,Yes,75.08,2,4.22,No,53.31,Pass
Female,15,1.09,83.52,Master,Yes,92.49,7,8.1,Yes,67.74,Pass
Female,16,3.29,70.26,Bachelor,No,52.68,6,5.0,No,64.01,Pass
Female,15,0.97,82.55,High School,No,40.33,0,6.66,Yes,30.17,Fail
Male,19,5.83,63.07,Diploma,Yes,72.94,1,5.24,Yes,62.5,Pass
Male,17,0.71,92.0,Diploma,Yes,67.93,3,7.29,No,50.29,Pass
Female,18,4.64,97.01,Bachelor,Yes,66.27,4,6.94,No,62.05,Pass
Male,18,3.39,94.98,High School,Yes,43.4,10,8.73,No,70.32,Pass
Female,17,2.53,73.67,Bachelor,Yes,64.99,9,6.23,No,69.32,Pass
Female,15,0.86,73.03,High School,Yes,55.82,10,8.37,No,50.14,Pass
Male,16,3.92,61.4,Master,No,55.1,3,6.88,No,53.16,Pass
Female,15,3.72,86.06,Master,Yes,52.23,3,8.57,Yes,51.54,Pass
Male,17,2.04,81.4,Bachelor,Yes,58.29,8,5.46,Yes,59.56,Pass
Male,17,5.51,78.37,Master,Yes,59.42,3,6.75,No,67.5,Pass
Female,16,2.17,96.31,Bachelor,Yes,56.98,3,5.95,Yes,40.7,Pass
Male,19,2.97,66.72,Diploma,Yes,93.83,3,4.33,Yes,67.65,Pass
Male,19,3.49,60.39,High School,Yes,91.3,1,6.87,No,61.52,Pass
Female,16,1.05,62.93,High School,Yes,71.6,7,7.97,Yes,48.09,Pass
Female,19,5.63,68.93,Diploma,Yes,93.96,3,6.78,No,81.68,Pass
Male,18,2.56,61.33,Diploma,No,94.52,4,5.4,No,72.66,Pass
Male,19,0.94,80.11,Diploma,Yes,59.58,7,5.32,No,51.09,Pass
Female,19,2.63,72.56,Diploma,No,64.49,3,5.19,No,59.19,Pass
Male,19,3.8,67.22,Master,No,92.75,4,8.9,No,74.93,Pass
Male,18,3.33,90.0,High School,No,73.47,4,6.0,No,67.2,Pass
Male,19,4.32,68.18,High School,Yes,51.71,5,5.58,No,61.43,Pass
Male,18,0.81,87.5,Diploma,Yes,77.92,6,6.09,No,54.86,Pass
Male,16,2.06,73.97,Bachelor,No,51.32,2,4.58,Yes,38.52,Fail
Male,15,5.01,80.47,Bachelor,Yes,58.66,9,4.98,No,89.94,Pass
Male,16,0.94,97.35,Bachelor,Yes,52.52,10,6.54,Yes,56.31,Pass
Female,15,5.21,61.49,Bachelor,Yes,53.47,2,7.99,No,58.36,Pass
Female,16,1.01,80.01,Master,Yes,40.26,8,8.38,Yes,50.59,Pass
Female,15,5.09,94.18,High School,Yes,88.44,0,8.33,No,60.78,Pass
Female,15,2.48,83.52,High School,No,56.28,9,8.72,No,64.14,Pass
Female,17,3.87,71.07,High School,Yes,44.75,7,4.63,Yes,65.1,Pass
Male,15,1.34,75.91,Bachelor,Yes,44.78,9,4.2,Yes,56.81,Pass
Male,15,0.86,87.21,Diploma,Yes,70.58,2,4.53,No,48.12,Pass
Male,17,1.69,95.63,Bachelor,Yes,94.61,4,7.0,No,58.83,Pass
Male,19,1.2,61.64,High School,Yes,47.98,2,6.78,Yes,39.85,Fail
Female,19,2.22,62.86,Bachelor,Yes,45.48,9,7.36,No,48.02,Pass
Male,17,3.33,73.0,Diploma,Yes,64.11,0,5.86,Yes,57.13,Pass
Male,18,3.74,69.31,Diploma,Yes,70.98,9,5.96,No,75.93,Pass
Female,15,4.84,70.6,Bachelor,Yes,56.19,4,6.73,No,59.84,Pass
Male,15,4.11,68.85,High School,No,56.64,7,4.4,Yes,69.49,Pass
Male,17,3.85,67.83,Master,Yes,63.35,4,8.0,No,58.6,Pass
Female,17,2.76,65.22,High School,Yes,57.28,3,8.61,No,49.73,Pass
Male,18,3.11,97.36,Master,Yes,90.34,8,5.94,No,81.03,Pass
Male,19,2.78,65.77,High School,Yes,42.31,0,7.7,Yes,37.14,Fail
Male,16,5.13,68.18,Bachelor,Yes,52.9,4,6.74,No,60.52,Pass
Male,19,1.77,69.85,Master,Yes,84.47,0,5.18,Yes,46.5,Pass
Male,15,0.53,97.32,High School,Yes,85.87,5,4.34,Yes,61.45,Pass
Female,17,4.08,90.23,Bachelor,Yes,46.14,9,5.23,Yes,66.1,Pass
Female,18,1.61,91.59,High School,No,93.56,8,7.02,Yes,75.88,Pass
Female,19,5.4,64.19,Diploma,No,78.13,10,4.2,No,81.81,Pass
Female,18,5.22,93.45,Diploma,Yes,54.99,1,8.18,Yes,54.57,Pass
Female,19,0.92,76.33,High School,Yes,65.08,3,8.85,Yes,49.77,Pass
Female,15,1.09,70.51,Bachelor,No,56.34,7,4.42,No,43.68,Pass
Male,16,3.22,83.03,High School,No,48.25,2,5.23,No,44.94,Pass
Female,18,3.85,92.89,Bachelor,Yes,56.01,6,7.38,Yes,65.89,Pass
Female,18,2.01,91.15,Master,Yes,71.91,6,8.03,Yes,68.95,Pass
Male,16,4.44,95.6,Diploma,Yes,85.43,1,5.73,No,69.77,Pass
Male,18,3.77,97.13,Master,Yes,59.99,9,6.58,No,65.27,Pass
Female,18,2.29,69.52,Bachelor,Yes,59.13,3,8.46,No,43.53,Pass
Male,19,0.64,76.95,High School,Yes,65.74,0,5.92,Yes,37.18,Fail
Female,19,4.63,60.59,Diploma,No,75.45,7,4.41,Yes,76.6,Pass
Male,16,1.68,95.17,Bachelor,No,81.34,9,8.97,Yes,63.72,Pass
Female,15,5.09,66.18,Bachelor,Yes,57.97,9,4.9,No,68.78,Pass
Male,18,2.81,94.46,Diploma,Yes,72.25,8,4.24,Yes,68.1,Pass
Male,15,3.67,73.18,High School,Yes,61.41,0,6.05,Yes,53.78,Pass
Female,16,5.3,74.73,Diploma,Yes,79.4,10,4.61,No,79.28,Pass
Female,16,5.25,61.57,High School,No,49.06,6,8.89,Yes,52.21,Pass
Female,19,2.54,73.08,High School,Yes,54.13,0,5.9,No,41.18,Pass
Female,18,1.65,95.53,Bachelor,Yes,63.43,0,8.13,No,56.77,Pass
Female,17,4.76,61.02,High School,Yes,88.92,8,4.88,No,79.15,Pass
Male,16,2.88,76.25,High School,Yes,71.53,9,4.69,No,74.54,Pass
Female,18,1.56,61.26,Diploma,Yes,93.1,9,7.25,Yes,64.05,Pass
Female,15,5.47,74.84,Diploma,Yes,45.68,5,8.55,Yes,63.72,Pass
Male,19,1.59,66.91,High School,Yes,65.31,0,4.57,No,46.23,Pass
Male,15,0.64,70.09,Bachelor,Yes,63.05,6,6.95,Yes,46.77,Pass
Female,16,0.61,95.1,Diploma,Yes,73.01,2,4.42,Yes,39.79,Fail
Male,16,3.92,77.44,Master,No,84.66,9,8.06,No,79.52,Pass
Male,15,4.14,70.95,Bachelor,No,86.28,3,8.55,Yes,72.41,Pass
Female,16,2.21,83.57,Diploma,No,76.86,3,7.14,No,66.02,Pass
Male,18,2.26,65.68,Diploma,No,75.28,7,7.44,Yes,55.3,Pass
Male,16,2.37,70.38,Master,No,92.2,0,4.28,Yes,57.5,Pass
Female,19,4.24,81.85,High School,Yes,61.1,7,4.36,No,63.6,Pass
Female,18,0.82,69.5,Diploma,Yes,85.8,8,4.9,No,62.18,Pass
Male,17,5.61,87.17,Master,Yes,90.68,10,5.37,No,88.75,Pass
Male,16,1.72,79.66,Master,No,67.03,6,7.8,Yes,52.03,Pass
Female,16,6.0,90.88,Diploma,Yes,80.1,0,6.18,Yes,79.23,Pass
Male,19,1.44,97.93,Bachelor,Yes,60.74,6,4.39,Yes,53.62,Pass
Male,19,4.74,64.63,Diploma,No,48.74,5,8.26,No,53.21,Pass
Male,15,1.73,73.39,Master,Yes,72.26,4,8.97,Yes,52.06,Pass
Female,15,0.94,72.78,Diploma,No,50.81,4,6.28,No,43.6,Pass
Male,15,5.31,66.05,Bachelor,Yes,65.17,0,6.56,No,60.28,Pass
Male,19,5.22,92.41,High School,Yes,88.01,5,4.39,No,82.88,Pass
Female,15,2.72,90.4,High School,Yes,44.73,3,5.92,Yes,56.06,Pass
Male,15,4.36,79.38,Diploma,No,41.67,0,5.86,No,51.27,Pass
Male,17,3.56,81.51,Diploma,Yes,73.36,7,8.83,Yes,76.28,Pass
Female,15,5.19,62.38,Master,Yes,58.21,7,7.3,No,71.41,Pass
Female,16,2.23,82.22,Bachelor,No,62.99,10,7.91,No,68.95,Pass
Female,19,3.38,91.65,Master,Yes,62.31,3,4.64,Yes,53.54,Pass
Female,18,3.17,82.95,Master,Yes,44.76,6,6.08,No,57.78,Pass
Male,17,2.45,70.61,High School,Yes,40.2,2,4.96,Yes,47.19,Pass
Male,19,5.4,86.7,Master,Yes,89.41,7,8.3,No,86.53,Pass
Female,19,1.41,74.46,Master,Yes,51.98,6,4.76,Yes,45.2,Pass
Female,16,1.32,81.79,High School,Yes,63.43,4,6.19,No,54.83,Pass
Male,15,3.67,79.5,High School,Yes,93.46,4,4.27,No,67.73,Pass
Female,16,4.12,75.25,Bachelor,No,85.47,8,7.17,No,89.77,Pass
Male,15,1.57,88.76,Bachelor,Yes,45.94,5,6.41,Yes,46.78,Pass
Female,15,2.65,95.36,Bachelor,Yes,67.97,5,6.49,No,51.99,Pass
Male,19,5.71,60.21,Diploma,Yes,80.15,1,4.51,No,70.89,Pass
Female,15,1.86,97.34,High School,No,78.41,10,6.57,Yes,77.46,Pass
Female,17,4.18,80.46,Diploma,Yes,81.85,4,6.82,Yes,75.32,Pass
Male,17,4.57,88.03,Diploma,Yes,65.16,3,8.81,Yes,63.9,Pass
Female,17,2.96,94.22,Bachelor,No,49.68,9,4.17,Yes,62.85,Pass
Male,19,5.66,78.68,High School,Yes,65.57,2,8.61,No,72.01,Pass
Male,16,4.55,93.4,Diploma,Yes,75.63,8,6.4,No,68.61,Pass
Male,18,3.02,67.1,Master,Yes,73.47,10,5.05,No,68.43,Pass
Male,15,3.63,66.37,Master,Yes,43.88,6,7.33,No,50.82,Pass
Male,18,4.31,86.3,High School,Yes,43.57,3,6.59,No,57.83,Pass
Female,16,3.76,94.81,Diploma,Yes,93.09,8,5.13,Yes,77.14,Pass
Female,16,5.33,95.7,Bachelor,Yes,48.35,8,7.13,No,68.04,Pass
Male,19,2.46,85.75,Diploma,No,56.2,6,6.37,Yes,53.11,Pass
Female,17,2.15,81.02,Master,Yes,82.22,4,7.45,No,55.62,Pass
Male,17,1.68,73.26,Master,Yes,62.53,8,7.45,No,62.09,Pass
Female,16,0.71,99.2,Bachelor,Yes,49.98,6,6.36,Yes,43.13,Pass
Female,19,0.74,72.79,High School,Yes,65.7,8,5.95,Yes,56.0,Pass
Female,19,5.29,89.77,Diploma,Yes,71.29,10,4.32,No,81.34,Pass
Female,15,4.23,81.28,Master,Yes,64.9,2,6.47,No,59.19,Pass
Male,17,4.13,84.34,Diploma,Yes,90.54,10,5.22,No,84.37,Pass
Male,16,3.88,75.74,Bachelor,No,55.66,8,4.27,Yes,55.87,Pass
Female,18,5.17,98.59,Bachelor,No,76.37,0,5.65,No,60.37,Pass
Female,17,3.14,82.87,High School,Yes,46.18,4,4.44,Yes,44.25,Pass
Male,15,5.29,97.51,Bachelor,No,61.58,1,6.9,Yes,68.29,Pass
Female,19,2.48,60.3,High School,Yes,80.75,0,6.52,Yes,57.17,Pass
Male,16,5.6,82.91,Diploma,Yes,52.36,2,7.96,Yes,58.77,Pass
Male,17,4.34,88.69,Master,Yes,72.44,6,5.34,Yes,73.78,Pass
Male,18,1.91,89.8,Master,No,48.44,2,5.86,Yes,38.42,Fail
Female,15,3.6,96.2,High School,Yes,45.65,9,7.44,Yes,65.31,Pass
Male,15,3.43,60.18,Master,Yes,68.78,9,8.96,No,66.91,Pass
Female,17,1.26,60.01,High School,No,77.13,10,8.52,Yes,60.58,Pass
Male,18,3.75,78.89,High School,Yes,46.24,8,6.6,Yes,64.14,Pass
Female,15,2.23,61.17,Diploma,Yes,90.48,2,7.39,No,59.07,Pass
Female,16,0.79,98.98,Diploma,Yes,52.42,10,6.66,No,51.07,Pass
Female,15,5.72,68.88,Bachelor,Yes,46.6,5,6.17,Yes,72.7,Pass
Male,18,4.03,78.91,High School,No,51.15,1,7.01,No,59.73,Pass
Male,19,5.32,62.45,Diploma,Yes,49.33,7,5.93,No,67.17,Pass
Female,19,4.22,80.88,High School,Yes,44.99,9,5.4,Yes,68.22,Pass
Female,17,2.46,75.2,High School,Yes,83.88,4,7.53,No,73.03,Pass
Female,18,3.32,61.79,High School,Yes,67.25,1,8.36,Yes,54.69,Pass
Male,15,4.22,73.4,Diploma,Yes,61.37,6,5.44,No,58.2,Pass
Male,15,5.78,75.66,High School,Yes,92.28,2,7.53,Yes,77.59,Pass
Male,19,1.9,99.6,High School,Yes,60.41,4,6.17,No,49.9,Pass
Male,19,5.31,68.32,Bachelor,Yes,49.18,10,5.51,Yes,70.84,Pass
Female,16,5.58,81.79,High School,Yes,55.07,8,7.11,Yes,76.32,Pass
Female,19,4.19,99.49,Bachelor,Yes,53.14,0,8.7,Yes,49.75,Pass
Male,16,5.62,91.68,High School,Yes,67.43,1,5.76,Yes,70.41,Pass
Male,15,2.69,99.73,Bachelor,Yes,56.03,4,7.8,No,50.71,Pass
Female,16,5.74,98.73,Diploma,No,68.38,3,5.57,Yes,66.43,Pass
